pid, time, age, native-country, fnlwgt, occupation, education-num, marital-status, capital-gain, education, capital-loss, hours-per-week, workclass, relationship, race, sex, income
23917, 23917, 52,United-States,150393,Machine-op-inspct,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
23918, 23918, 47,United-States,99911,Exec-managerial,8,Married-spouse-absent,0,12th,0,55,Private,Not-in-family,White,Female,<=50K
23919, 23919, 57,United-States,343447,Protective-serv,9,Divorced,0,HS-grad,0,40,Local-gov,Not-in-family,White,Female,<=50K
23920, 23920, 64,United-States,169482,Exec-managerial,10,Married-spouse-absent,0,Some-college,0,40,Private,Unmarried,White,Female,<=50K
23921, 23921, 53,United-States,194501,Other-service,7,Widowed,0,11th,0,47,Private,Own-child,White,Female,<=50K
23922, 23922, 53,United-States,177705,Craft-repair,13,Married-civ-spouse,0,Bachelors,0,44,Private,Husband,White,Male,>50K
23923, 23923, 31,South,123983,Sales,10,Separated,0,Some-college,0,40,Private,Unmarried,Asian-Pac-Islander,Male,<=50K
23924, 23924, 41,United-States,138975,Exec-managerial,13,Married-civ-spouse,7688,Bachelors,0,45,Private,Husband,White,Male,>50K
23925, 23925, 45,United-States,235431,Other-service,9,Separated,0,HS-grad,0,40,Local-gov,Unmarried,Black,Female,<=50K
23926, 23926, 45,United-States,130206,Adm-clerical,9,Divorced,0,HS-grad,0,40,State-gov,Other-relative,White,Female,<=50K
23927, 23927, 23,United-States,210053,Other-service,10,Never-married,0,Some-college,0,28,Private,Not-in-family,White,Female,<=50K
23928, 23928, 39,United-States,249392,Prof-specialty,14,Married-civ-spouse,0,Masters,0,72,Local-gov,Husband,White,Male,<=50K
23929, 23929, 31,United-States,87418,Exec-managerial,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,White,Male,<=50K
23930, 23930, 35,United-States,190387,Farming-fishing,13,Married-civ-spouse,0,Bachelors,0,45,Self-emp-not-inc,Husband,White,Male,<=50K
23931, 23931, 54,United-States,176240,Transport-moving,14,Married-civ-spouse,7688,Masters,0,60,Private,Husband,White,Male,>50K
23932, 23932, 40,United-States,105862,Prof-specialty,13,Divorced,5455,Bachelors,0,40,Local-gov,Unmarried,White,Female,<=50K
23933, 23933, 55,United-States,185195,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,40,Self-emp-not-inc,Husband,White,Male,>50K
23934, 23934, 31,United-States,173495,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23935, 23935, 58,United-States,78634,Transport-moving,7,Married-civ-spouse,0,11th,0,60,Self-emp-inc,Husband,White,Male,<=50K
23936, 23936, 31,United-States,147284,Prof-specialty,16,Married-civ-spouse,0,Doctorate,1977,99,Private,Husband,White,Male,>50K
23937, 23937, 46,United-States,82572,Other-service,9,Widowed,0,HS-grad,0,40,Self-emp-not-inc,Other-relative,White,Female,<=50K
23938, 23938, 38,United-States,154641,Craft-repair,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,White,Male,<=50K
23939, 23939, 22,United-States,39236,Prof-specialty,10,Never-married,594,Some-college,0,25,Local-gov,Own-child,White,Female,<=50K
23940, 23940, 48,England,179337,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,60,Self-emp-not-inc,Husband,White,Male,<=50K
23941, 23941, 73,United-States,173047,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,15,Private,Husband,White,Male,<=50K
23942, 23942, 25,United-States,264012,Adm-clerical,13,Married-civ-spouse,0,Bachelors,0,45,Private,Husband,White,Male,>50K
23943, 23943, 53,United-States,227836,Farming-fishing,10,Divorced,0,Some-college,0,40,Federal-gov,Not-in-family,White,Male,<=50K
23944, 23944, 46,United-States,321327,Transport-moving,10,Married-civ-spouse,7298,Some-college,0,45,Private,Husband,White,Male,>50K
23945, 23945, 37,United-States,146398,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,Black,Female,<=50K
23946, 23946, 30,United-States,324120,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,50,Private,Husband,White,Male,<=50K
23947, 23947, 29,United-States,367329,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23948, 23948, 29,United-States,301582,Protective-serv,10,Married-civ-spouse,0,Some-college,0,40,State-gov,Husband,White,Male,<=50K
23949, 23949, 58,United-States,170108,Exec-managerial,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,White,Male,>50K
23950, 23950, 42,United-States,82297,Other-service,4,Married-civ-spouse,0,7th-8th,0,50,Self-emp-not-inc,Wife,Black,Female,<=50K
23951, 23951, 62,United-States,180162,Protective-serv,5,Divorced,0,9th,0,24,Local-gov,Not-in-family,Black,Male,<=50K
23952, 23952, 45,United-States,348172,Farming-fishing,13,Married-civ-spouse,7298,Bachelors,0,40,Local-gov,Husband,Asian-Pac-Islander,Male,>50K
23953, 23953, 38,United-States,809585,Sales,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
23954, 23954, 36,United-States,67728,Sales,13,Married-civ-spouse,0,Bachelors,0,50,Self-emp-not-inc,Husband,White,Male,>50K
23955, 23955, 42,United-States,102069,Sales,4,Married-civ-spouse,0,7th-8th,0,30,Self-emp-not-inc,Husband,White,Male,<=50K
23956, 23956, 47,United-States,149700,Prof-specialty,14,Married-civ-spouse,15024,Masters,0,35,Local-gov,Husband,White,Male,>50K
23957, 23957, 42,United-States,109273,Craft-repair,10,Never-married,0,Some-college,0,40,Self-emp-not-inc,Unmarried,White,Male,<=50K
23958, 23958, 43,United-States,393354,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,38,Private,Wife,Black,Female,>50K
23959, 23959, 37,United-States,226947,Craft-repair,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,White,Male,>50K
23960, 23960, 36,United-States,86805,Exec-managerial,10,Married-civ-spouse,7298,Some-college,0,39,State-gov,Wife,White,Female,>50K
23961, 23961, 27,France,493689,Tech-support,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,Black,Female,<=50K
23962, 23962, 54,Mexico,299324,Machine-op-inspct,3,Married-spouse-absent,0,5th-6th,0,40,Private,Unmarried,White,Male,<=50K
23963, 23963, 48,United-States,353012,Craft-repair,9,Married-civ-spouse,0,HS-grad,1902,40,Self-emp-not-inc,Husband,White,Male,>50K
23964, 23964, 29,United-States,174419,Other-service,9,Never-married,0,HS-grad,0,30,Private,Unmarried,White,Female,<=50K
23965, 23965, 29,United-States,209472,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,38,Private,Husband,White,Male,<=50K
23966, 23966, 37,United-States,295127,Other-service,10,Divorced,0,Some-college,0,47,Private,Not-in-family,White,Male,<=50K
23967, 23967, 55,United-States,182273,Sales,10,Married-civ-spouse,0,Some-college,0,40,Self-emp-inc,Husband,White,Male,<=50K
23968, 23968, 67,United-States,228200,Priv-house-serv,9,Married-civ-spouse,0,HS-grad,0,20,Private,Wife,Black,Female,<=50K
23969, 23969, 51,United-States,263836,Handlers-cleaners,9,Widowed,0,HS-grad,0,30,Private,Not-in-family,White,Male,<=50K
23970, 23970, 35,United-States,178948,Prof-specialty,14,Never-married,0,Masters,0,32,Private,Unmarried,White,Female,<=50K
23971, 23971, 64,United-States,253296,Other-service,9,Widowed,0,HS-grad,0,40,Self-emp-not-inc,Other-relative,White,Female,<=50K
23972, 23972, 23,Mexico,240137,Handlers-cleaners,3,Never-married,0,5th-6th,0,55,Private,Not-in-family,White,Male,<=50K
23973, 23973, 49,Philippines,24712,Other-service,13,Never-married,0,Bachelors,0,35,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
23974, 23974, 38,United-States,342635,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,70,Self-emp-not-inc,Husband,White,Male,<=50K
23975, 23975, 62,United-States,115387,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Other-relative,Black,Female,<=50K
23976, 23976, 62,United-States,182998,Craft-repair,4,Married-civ-spouse,0,7th-8th,0,10,Self-emp-not-inc,Husband,White,Male,<=50K
23977, 23977, 45,United-States,246891,Craft-repair,14,Divorced,0,Masters,0,40,Self-emp-not-inc,Not-in-family,White,Male,<=50K
23978, 23978, 20,United-States,30035,Sales,12,Never-married,0,Assoc-acdm,0,40,Private,Own-child,White,Female,<=50K
23979, 23979, 38,United-States,175232,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,48,Private,Husband,White,Male,<=50K
23980, 23980, 50,United-States,140516,Adm-clerical,13,Married-civ-spouse,0,Bachelors,0,40,Self-emp-inc,Husband,White,Male,<=50K
23981, 23981, 40,United-States,64980,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,55,Private,Husband,Black,Male,>50K
23982, 23982, 30,United-States,155781,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,70,Private,Husband,White,Male,<=50K
23983, 23983, 52,United-States,192065,Exec-managerial,10,Separated,0,Some-college,0,40,Federal-gov,Not-in-family,White,Female,<=50K
23984, 23984, 28,United-States,227890,Prof-specialty,13,Never-married,0,Bachelors,0,50,Self-emp-not-inc,Not-in-family,Black,Male,>50K
23985, 23985, 62,United-States,162249,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,30,Self-emp-not-inc,Husband,White,Male,<=50K
23986, 23986, 31,United-States,165949,Other-service,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
23987, 23987, 40,United-States,445382,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
23988, 23988, 34,United-States,211948,Sales,9,Divorced,0,HS-grad,1590,40,Private,Not-in-family,White,Female,<=50K
23989, 23989, 53,United-States,163678,Sales,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,>50K
23990, 23990, 42,United-States,89413,Farming-fishing,8,Never-married,0,12th,0,40,Private,Own-child,White,Male,<=50K
23991, 23991, 26,United-States,289700,Other-service,10,Married-civ-spouse,0,Some-college,0,25,Private,Husband,White,Male,<=50K
23992, 23992, 51,United-States,163826,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
23993, 23993, 49,United-States,185385,Prof-specialty,14,Married-civ-spouse,0,Masters,0,50,Private,Husband,White,Male,>50K
23994, 23994, 43,United-States,169031,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
23995, 23995, 42,United-States,54611,Farming-fishing,10,Divorced,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
23996, 23996, 31,India,130620,Sales,7,Married-spouse-absent,0,11th,0,40,Private,Own-child,Asian-Pac-Islander,Female,<=50K
23997, 23997, 26,United-States,328663,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Other,Male,<=50K
23998, 23998, 50,Philippines,169646,Prof-specialty,13,Separated,0,Bachelors,0,40,Private,Unmarried,Asian-Pac-Islander,Female,<=50K
23999, 23999, 35,United-States,186815,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
24000, 24000, 37,United-States,103925,Tech-support,10,Never-married,0,Some-college,0,40,Private,Other-relative,White,Female,<=50K
24001, 24001, 20,United-States,82777,Sales,10,Never-married,0,Some-college,0,16,Private,Own-child,White,Male,<=50K
24002, 24002, 31,United-States,178449,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,40,Local-gov,Husband,White,Male,>50K
24003, 24003, 28,United-States,51672,Craft-repair,9,Never-married,0,HS-grad,0,35,Private,Not-in-family,White,Male,<=50K
24004, 24004, 46,United-States,380162,Tech-support,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Black,Male,>50K
24005, 24005, 21,United-States,212114,Prof-specialty,10,Never-married,0,Some-college,0,8,Private,Own-child,White,Female,<=50K
24006, 24006, 41,United-States,100800,Exec-managerial,14,Married-civ-spouse,7298,Masters,0,70,Self-emp-not-inc,Husband,White,Male,>50K
24007, 24007, 30,United-States,162572,Exec-managerial,13,Never-married,0,Bachelors,0,70,Private,Not-in-family,White,Male,>50K
24008, 24008, 66,United-States,179951,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,70,Self-emp-inc,Husband,White,Male,<=50K
24009, 24009, 37,United-States,190759,Sales,10,Married-civ-spouse,0,Some-college,0,60,Self-emp-inc,Husband,White,Male,>50K
24010, 24010, 74,United-States,236012,Handlers-cleaners,4,Widowed,0,7th-8th,0,20,State-gov,Not-in-family,White,Female,<=50K
24011, 24011, 46,United-States,164023,Protective-serv,10,Married-civ-spouse,0,Some-college,0,70,State-gov,Husband,Black,Male,>50K
24012, 24012, 51,United-States,172046,Exec-managerial,14,Married-civ-spouse,0,Masters,1977,50,Private,Husband,White,Male,>50K
24013, 24013, 33,United-States,182926,Exec-managerial,13,Married-civ-spouse,15024,Bachelors,0,50,Private,Husband,White,Male,>50K
24014, 24014, 30,Mexico,151001,Machine-op-inspct,3,Married-civ-spouse,3464,5th-6th,0,40,Private,Husband,White,Male,<=50K
24015, 24015, 47,United-States,362835,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,50,Self-emp-inc,Husband,White,Male,>50K
24016, 24016, 49,United-States,97883,Exec-managerial,13,Divorced,0,Bachelors,0,40,Private,Unmarried,White,Female,<=50K
24017, 24017, 53,United-States,91911,Craft-repair,9,Divorced,0,HS-grad,0,48,Private,Unmarried,Black,Female,<=50K
24018, 24018, 24,United-States,278130,Machine-op-inspct,11,Never-married,0,Assoc-voc,0,40,Private,Not-in-family,White,Male,<=50K
24019, 24019, 54,United-States,146310,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,50,Private,Husband,White,Male,<=50K
24020, 24020, 32,United-States,379412,Craft-repair,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Male,<=50K
24021, 24021, 45,United-States,37987,Sales,10,Married-civ-spouse,0,Some-college,0,45,Private,Husband,White,Male,<=50K
24022, 24022, 46,United-States,256909,Farming-fishing,9,Married-spouse-absent,3325,HS-grad,0,45,Self-emp-inc,Not-in-family,White,Male,<=50K
24023, 24023, 37,United-States,482927,Other-service,10,Divorced,0,Some-college,0,65,State-gov,Not-in-family,White,Male,<=50K
24024, 24024, 48,United-States,44434,Prof-specialty,14,Married-civ-spouse,0,Masters,0,61,State-gov,Husband,White,Male,>50K
24025, 24025, 25,United-States,255474,Adm-clerical,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
24026, 24026, 27,United-States,341504,Adm-clerical,10,Never-married,0,Some-college,0,40,Private,Unmarried,White,Female,<=50K
24027, 24027, 69,United-States,197080,Adm-clerical,9,Widowed,0,HS-grad,0,8,Private,Unmarried,White,Male,<=50K
24028, 24028, 38,United-States,102945,Sales,13,Married-civ-spouse,0,Bachelors,0,52,Private,Husband,White,Male,>50K
24029, 24029, 47,United-States,503454,Adm-clerical,8,Never-married,0,12th,0,40,Private,Other-relative,Black,Female,<=50K
24030, 24030, 30,United-States,87561,Adm-clerical,10,Never-married,0,Some-college,0,60,Self-emp-not-inc,Not-in-family,White,Female,<=50K
24031, 24031, 46,United-States,270693,Handlers-cleaners,9,Never-married,3674,HS-grad,0,30,Private,Own-child,White,Male,<=50K
24032, 24032, 27,United-States,252813,Prof-specialty,15,Never-married,0,Prof-school,0,45,Private,Not-in-family,White,Female,<=50K
24033, 24033, 19,United-States,574271,Sales,10,Never-married,0,Some-college,0,35,Private,Own-child,White,Male,<=50K
24034, 24034, 18,United-States,184016,Priv-house-serv,9,Married-civ-spouse,3103,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
24035, 24035, 24,United-States,235071,Craft-repair,7,Married-civ-spouse,0,11th,0,50,Private,Husband,White,Male,>50K
24036, 24036, 32,United-States,158242,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
24037, 24037, 38,United-States,299810,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Black,Male,<=50K
24038, 24038, 19,Hong,277695,Farming-fishing,1,Never-married,0,Preschool,0,36,Private,Not-in-family,White,Male,<=50K
24039, 24039, 28,United-States,23324,Handlers-cleaners,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
24040, 24040, 39,United-States,316582,Prof-specialty,14,Never-married,0,Masters,0,55,Local-gov,Not-in-family,White,Female,<=50K
24041, 24041, 38,Japan,176657,Sales,10,Separated,0,Some-college,0,60,Self-emp-not-inc,Not-in-family,Asian-Pac-Islander,Male,<=50K
24042, 24042, 42,United-States,93770,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,>50K
24043, 24043, 31,United-States,124569,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,40,Private,Wife,White,Female,>50K
24044, 24044, 46,Ireland,117313,Machine-op-inspct,5,Separated,0,9th,0,40,Private,Not-in-family,White,Female,<=50K
24045, 24045, 53,United-States,53812,Exec-managerial,10,Widowed,0,Some-college,0,54,Private,Not-in-family,White,Female,<=50K
24046, 24046, 21,United-States,170456,Handlers-cleaners,12,Never-married,0,Assoc-acdm,0,15,Private,Own-child,White,Male,<=50K
24047, 24047, 48,United-States,115971,Sales,9,Married-civ-spouse,0,HS-grad,0,50,Self-emp-not-inc,Husband,White,Male,<=50K
24048, 24048, 46,United-States,31432,Adm-clerical,9,Married-civ-spouse,3103,HS-grad,0,52,Private,Wife,White,Female,>50K
24049, 24049, 30,United-States,112383,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,45,Private,Husband,White,Male,<=50K
24050, 24050, 24,Jamaica,283092,Adm-clerical,9,Never-married,0,HS-grad,0,40,Private,Other-relative,Black,Male,<=50K
24051, 24051, 32,United-States,27207,Craft-repair,6,Never-married,0,10th,0,50,Private,Not-in-family,White,Male,<=50K
24052, 24052, 30,United-States,46712,Other-service,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
24053, 24053, 57,United-States,19520,Prof-specialty,16,Divorced,0,Doctorate,0,50,State-gov,Unmarried,White,Female,<=50K
24054, 24054, 56,United-States,98630,Adm-clerical,4,Never-married,0,7th-8th,0,40,Private,Not-in-family,White,Male,<=50K
24055, 24055, 27,United-States,159897,Exec-managerial,9,Never-married,0,HS-grad,0,37,Private,Not-in-family,Black,Female,<=50K
24056, 24056, 38,Iran,136629,Machine-op-inspct,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,<=50K
24057, 24057, 19,United-States,407759,Adm-clerical,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
24058, 24058, 61,United-States,221884,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,50,Self-emp-not-inc,Husband,White,Male,>50K
24059, 24059, 49,United-States,148475,Tech-support,11,Divorced,0,Assoc-voc,0,40,Private,Unmarried,White,Female,<=50K
24060, 24060, 28,United-States,274964,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,38,Private,Husband,White,Male,<=50K
24061, 24061, 50,United-States,160107,Prof-specialty,14,Married-civ-spouse,0,Masters,0,55,Self-emp-inc,Husband,White,Male,>50K
24062, 24062, 43,United-States,167265,Craft-repair,13,Married-civ-spouse,0,Bachelors,0,84,Private,Husband,White,Male,>50K
24063, 24063, 34,United-States,148226,Machine-op-inspct,9,Never-married,0,HS-grad,0,48,Private,Unmarried,Black,Female,<=50K
24064, 24064, 28,United-States,153869,Craft-repair,7,Married-civ-spouse,0,11th,0,40,Private,Husband,White,Male,<=50K
24065, 24065, 31,United-States,208881,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
