pid, time, native-country, occupation, marital-status, education, hours-per-week, capital-loss, capital-gain, education-num, fnlwgt, age, workclass, relationship, race, sex, income
24375, 24375,United-States,Tech-support,Widowed,Some-college,16,0,0,10,98926, 57,Private,Not-in-family,White,Female,<=50K
24376, 24376,India,Tech-support,Married-civ-spouse,Bachelors,40,0,0,13,207352, 27,Private,Husband,Asian-Pac-Islander,Male,>50K
24377, 24377,United-States,Machine-op-inspct,Married-civ-spouse,10th,40,0,0,6,206609, 31,Private,Husband,White,Male,<=50K
24378, 24378,United-States,Prof-specialty,Separated,Masters,40,0,0,14,104509, 34,Local-gov,Unmarried,White,Female,<=50K
24379, 24379,United-States,Other-service,Divorced,HS-grad,40,0,0,9,170350, 55,Self-emp-not-inc,Other-relative,White,Female,<=50K
24380, 24380,United-States,Machine-op-inspct,Married-civ-spouse,11th,40,0,0,7,183884, 56,Private,Husband,White,Male,<=50K
24381, 24381,United-States,Prof-specialty,Married-civ-spouse,Bachelors,38,1672,0,13,110964, 36,State-gov,Wife,White,Female,<=50K
24382, 24382,United-States,Farming-fishing,Never-married,Some-college,40,0,0,10,154410, 35,State-gov,Own-child,White,Male,<=50K
24383, 24383,United-States,Prof-specialty,Never-married,Masters,50,0,0,14,274679, 28,Private,Not-in-family,White,Male,<=50K
24384, 24384,United-States,Exec-managerial,Divorced,Bachelors,40,0,0,13,252662, 38,Private,Not-in-family,White,Male,<=50K
24385, 24385,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,60,0,0,9,356689, 30,Self-emp-inc,Husband,White,Male,<=50K
24386, 24386,United-States,Other-service,Never-married,Some-college,20,0,0,10,205218, 18,Private,Own-child,White,Female,<=50K
24387, 24387,United-States,Tech-support,Married-civ-spouse,Assoc-voc,40,0,0,11,241306, 35,Private,Husband,White,Male,>50K
24388, 24388,United-States,Other-service,Divorced,HS-grad,40,0,0,9,139127, 53,Private,Not-in-family,White,Female,<=50K
24389, 24389,United-States,Prof-specialty,Divorced,Prof-school,40,0,0,15,175625, 46,Private,Unmarried,White,Female,<=50K
24390, 24390,United-States,Adm-clerical,Married-civ-spouse,Some-college,40,0,0,10,206459, 45,Private,Husband,White,Male,<=50K
24391, 24391,India,Other-service,Married-civ-spouse,10th,60,0,0,6,176123, 35,Private,Husband,Asian-Pac-Islander,Male,<=50K
24392, 24392,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,111483, 41,Private,Own-child,White,Male,<=50K
24393, 24393,United-States,Sales,Married-civ-spouse,HS-grad,70,0,0,9,106118, 60,Self-emp-not-inc,Husband,White,Male,>50K
24394, 24394,United-States,Adm-clerical,Never-married,Some-college,15,1602,0,10,77845, 18,Private,Own-child,White,Male,<=50K
24395, 24395,United-States,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,162094, 19,Private,Own-child,White,Male,<=50K
24396, 24396,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,50,1579,0,9,216469, 24,Private,Husband,White,Male,<=50K
24397, 24397,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,15024,13,381965, 56,Local-gov,Husband,White,Male,>50K
24398, 24398,United-States,Transport-moving,Divorced,HS-grad,70,0,0,9,145284, 28,Private,Not-in-family,White,Male,<=50K
24399, 24399,United-States,Other-service,Never-married,HS-grad,32,0,0,9,242482, 29,Private,Not-in-family,White,Male,<=50K
24400, 24400,United-States,Craft-repair,Never-married,Some-college,40,0,0,10,160192, 35,Self-emp-not-inc,Own-child,White,Male,<=50K
24401, 24401,United-States,Adm-clerical,Never-married,HS-grad,35,0,0,9,156950, 18,Private,Own-child,White,Male,<=50K
24402, 24402,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,215572, 53,Private,Not-in-family,White,Male,<=50K
24403, 24403,Canada,Machine-op-inspct,Married-civ-spouse,Masters,20,0,0,14,173593, 26,Private,Husband,White,Male,<=50K
24404, 24404,United-States,Tech-support,Married-civ-spouse,Some-college,40,0,0,10,193374, 55,Private,Husband,White,Male,>50K
24405, 24405,United-States,Exec-managerial,Married-civ-spouse,Some-college,40,0,0,10,334039, 45,Local-gov,Husband,White,Male,>50K
24406, 24406,United-States,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,337664, 28,Private,Own-child,White,Male,<=50K
24407, 24407,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,113504, 32,Private,Husband,White,Male,>50K
24408, 24408,United-States,Handlers-cleaners,Never-married,HS-grad,40,0,0,9,177072, 27,Private,Own-child,White,Male,<=50K
24409, 24409,United-States,Craft-repair,Divorced,HS-grad,40,0,0,9,174503, 35,Private,Not-in-family,White,Female,<=50K
24410, 24410,United-States,Handlers-cleaners,Divorced,HS-grad,37,0,0,9,214807, 36,Private,Unmarried,White,Female,<=50K
24411, 24411,United-States,Sales,Married-civ-spouse,Bachelors,45,0,15024,13,222596, 41,Private,Husband,White,Male,>50K
24412, 24412,United-States,Sales,Never-married,Bachelors,20,0,0,13,100345, 23,Private,Own-child,White,Male,<=50K
24413, 24413,United-States,Transport-moving,Never-married,12th,40,0,0,8,409230, 22,Private,Other-relative,White,Male,<=50K
24414, 24414,United-States,Prof-specialty,Divorced,Prof-school,40,0,25236,15,112497, 36,Self-emp-not-inc,Unmarried,White,Male,>50K
24415, 24415,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,115922, 65,Self-emp-inc,Husband,White,Male,>50K
24416, 24416,Columbia,Sales,Never-married,HS-grad,40,0,0,9,243560, 25,Private,Own-child,White,Female,<=50K
24417, 24417,United-States,Protective-serv,Married-civ-spouse,Some-college,40,1887,0,10,182971, 33,Local-gov,Husband,White,Male,>50K
24418, 24418,United-States,Sales,Married-civ-spouse,Some-college,40,0,0,10,127215, 31,Private,Husband,White,Male,<=50K
24419, 24419,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,276241, 50,State-gov,Husband,White,Male,>50K
24420, 24420,United-States,Prof-specialty,Married-civ-spouse,Some-college,50,0,0,10,175109, 49,State-gov,Husband,White,Male,>50K
24421, 24421,United-States,Exec-managerial,Divorced,Bachelors,40,0,0,13,498079, 43,Private,Unmarried,White,Female,<=50K
24422, 24422,United-States,Adm-clerical,Married-civ-spouse,Some-college,40,0,0,10,344394, 23,Federal-gov,Other-relative,White,Female,<=50K
24423, 24423,India,Exec-managerial,Married-civ-spouse,Masters,40,0,3103,14,99872, 34,Private,Husband,Asian-Pac-Islander,Male,>50K
24424, 24424,United-States,Sales,Divorced,Some-college,40,0,0,10,245302, 23,Private,Own-child,Black,Female,<=50K
24425, 24425,United-States,Craft-repair,Married-civ-spouse,10th,40,0,0,6,43313, 63,Private,Husband,White,Male,<=50K
24426, 24426,United-States,Farming-fishing,Never-married,HS-grad,40,0,0,9,188467, 33,Private,Not-in-family,White,Male,<=50K
24427, 24427,United-States,Farming-fishing,Divorced,Bachelors,50,0,0,13,351278, 51,Self-emp-inc,Unmarried,White,Male,<=50K
24428, 24428,United-States,Craft-repair,Divorced,HS-grad,45,0,0,9,182246, 31,Private,Not-in-family,White,Male,<=50K
24429, 24429,Japan,Exec-managerial,Married-civ-spouse,Some-college,40,0,2597,10,79870, 32,Private,Own-child,White,Female,<=50K
24430, 24430,Jamaica,Adm-clerical,Never-married,Some-college,36,0,0,10,387116, 31,Private,Not-in-family,Black,Female,<=50K
24431, 24431,United-States,Sales,Married-civ-spouse,Assoc-voc,40,0,0,11,34248, 47,Private,Husband,White,Male,>50K
24432, 24432,United-States,Protective-serv,Married-civ-spouse,Some-college,40,0,0,10,198741, 54,State-gov,Husband,White,Male,>50K
24433, 24433,United-States,Sales,Never-married,Some-college,40,0,0,10,32950, 23,Private,Not-in-family,White,Male,<=50K
24434, 24434,United-States,Exec-managerial,Married-civ-spouse,HS-grad,40,0,0,9,381153, 34,Private,Husband,White,Male,>50K
24435, 24435,United-States,Other-service,Married-civ-spouse,11th,35,0,0,7,100067, 46,Private,Wife,Black,Female,>50K
24436, 24436,United-States,Sales,Divorced,Assoc-acdm,50,0,0,12,208785, 34,Private,Not-in-family,White,Male,>50K
24437, 24437,United-States,Other-service,Never-married,HS-grad,50,0,0,9,61559, 31,Private,Not-in-family,White,Male,<=50K
24438, 24438,Peru,Tech-support,Married-civ-spouse,HS-grad,40,0,0,9,176452, 41,Private,Husband,White,Male,<=50K
24439, 24439,United-States,Prof-specialty,Never-married,Assoc-voc,30,0,0,11,328518, 27,Self-emp-not-inc,Other-relative,White,Male,<=50K
24440, 24440,United-States,Craft-repair,Never-married,Some-college,40,0,0,10,378546, 23,Private,Own-child,White,Male,<=50K
24441, 24441,United-States,Adm-clerical,Married-civ-spouse,Assoc-acdm,40,0,0,12,178660, 59,Federal-gov,Husband,White,Male,<=50K
24442, 24442,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,5013,9,235826, 56,Private,Husband,White,Male,<=50K
24443, 24443,United-States,Transport-moving,Married-civ-spouse,HS-grad,40,0,0,9,22641, 35,Self-emp-not-inc,Husband,Amer-Indian-Eskimo,Male,<=50K
24444, 24444,Cuba,Other-service,Married-civ-spouse,HS-grad,45,0,0,9,316027, 59,Private,Husband,White,Male,<=50K
24445, 24445,United-States,Craft-repair,Married-civ-spouse,Assoc-voc,40,0,0,11,431515, 47,Private,Husband,White,Male,>50K
24446, 24446,United-States,Sales,Divorced,HS-grad,44,0,0,9,149770, 51,Self-emp-not-inc,Not-in-family,White,Female,<=50K
24447, 24447,United-States,Adm-clerical,Divorced,Bachelors,45,0,0,13,165916, 42,Private,Unmarried,White,Female,<=50K
24448, 24448,United-States,Adm-clerical,Married-spouse-absent,Some-college,40,0,0,10,107411, 29,Federal-gov,Own-child,White,Female,<=50K
24449, 24449,Outlying-US(Guam-USVI-etc),Craft-repair,Never-married,HS-grad,45,0,0,9,217961, 23,Private,Unmarried,White,Male,<=50K
24450, 24450,United-States,Craft-repair,Married-civ-spouse,HS-grad,60,0,0,9,350387, 43,Self-emp-not-inc,Husband,White,Male,<=50K
24451, 24451,United-States,Exec-managerial,Married-civ-spouse,Some-college,40,0,0,10,325372, 46,Private,Husband,White,Male,<=50K
24452, 24452,United-States,Adm-clerical,Separated,Some-college,40,0,0,10,156718, 30,Private,Not-in-family,White,Female,<=50K
24453, 24453,United-States,Tech-support,Never-married,Some-college,20,0,0,10,216472, 23,Private,Own-child,White,Female,<=50K
24454, 24454,United-States,Prof-specialty,Never-married,Masters,35,0,0,14,106972, 29,State-gov,Not-in-family,White,Female,<=50K
24455, 24455,United-States,Exec-managerial,Divorced,HS-grad,45,0,0,9,131934, 33,Private,Not-in-family,White,Female,<=50K
24456, 24456,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,2105,9,365908, 33,Local-gov,Husband,Black,Male,<=50K
24457, 24457,United-States,Adm-clerical,Divorced,Some-college,45,0,0,10,359193, 46,Local-gov,Unmarried,White,Female,<=50K
24458, 24458,United-States,Adm-clerical,Married-spouse-absent,Some-college,40,0,0,10,261012, 35,Private,Not-in-family,Black,Female,<=50K
24459, 24459,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,1887,0,13,272944, 36,Private,Husband,White,Male,>50K
24460, 24460,United-States,Exec-managerial,Separated,HS-grad,37,0,0,9,113654, 25,Private,Unmarried,White,Female,<=50K
24461, 24461,United-States,Sales,Married-civ-spouse,Bachelors,40,0,0,13,218955, 35,Private,Husband,White,Male,<=50K
24462, 24462,United-States,Machine-op-inspct,Never-married,7th-8th,42,0,0,4,115963, 30,Private,Unmarried,White,Male,<=50K
24463, 24463,United-States,Other-service,Married-civ-spouse,Some-college,84,0,0,10,80638, 39,Private,Husband,Asian-Pac-Islander,Male,>50K
24464, 24464,United-States,Craft-repair,Married-civ-spouse,Some-college,55,0,0,10,147258, 37,Private,Husband,White,Male,<=50K
24465, 24465,United-States,Machine-op-inspct,Never-married,HS-grad,42,0,0,9,214635, 22,Private,Not-in-family,White,Male,<=50K
24466, 24466,United-States,Transport-moving,Married-civ-spouse,HS-grad,60,0,0,9,200318, 25,Private,Husband,White,Male,<=50K
24467, 24467,United-States,Sales,Married-civ-spouse,HS-grad,40,0,0,9,138270, 50,Private,Wife,Black,Female,<=50K
24468, 24468,United-States,Prof-specialty,Separated,Assoc-voc,45,0,0,11,103435, 33,Private,Not-in-family,White,Male,<=50K
24469, 24469,Italy,Farming-fishing,Married-civ-spouse,5th-6th,40,0,0,3,133201, 59,Self-emp-inc,Husband,White,Male,<=50K
24470, 24470,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,175183, 24,Private,Not-in-family,White,Female,<=50K
24471, 24471,United-States,Sales,Married-civ-spouse,Bachelors,55,0,0,13,99870, 41,Private,Husband,White,Male,<=50K
24472, 24472,United-States,Exec-managerial,Divorced,Bachelors,60,0,0,13,113440, 60,Private,Own-child,White,Male,<=50K
24473, 24473,United-States,Machine-op-inspct,Never-married,HS-grad,30,0,0,9,85690, 19,Private,Unmarried,White,Male,<=50K
24474, 24474,United-States,Craft-repair,Never-married,Some-college,40,0,0,10,45713, 23,Private,Other-relative,White,Male,<=50K
24475, 24475,United-States,Sales,Married-civ-spouse,Masters,40,0,99999,14,376230, 57,Self-emp-inc,Husband,White,Male,>50K
24476, 24476,Japan,Adm-clerical,Married-civ-spouse,Masters,40,1977,0,14,145576, 36,Private,Husband,White,Male,>50K
24477, 24477,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,113936, 24,Private,Own-child,White,Male,<=50K
24478, 24478,United-States,Craft-repair,Married-civ-spouse,HS-grad,50,0,0,9,158291, 32,Private,Husband,White,Male,>50K
24479, 24479,United-States,Sales,Married-civ-spouse,Bachelors,45,0,0,13,193898, 27,Private,Husband,White,Male,>50K
24480, 24480,United-States,Adm-clerical,Never-married,Assoc-voc,55,0,0,11,191982, 43,Private,Own-child,White,Female,<=50K
24481, 24481,United-States,Exec-managerial,Widowed,Assoc-voc,40,0,0,11,271160, 54,Private,Not-in-family,White,Female,<=50K
24482, 24482,United-States,Farming-fishing,Married-civ-spouse,HS-grad,45,0,0,9,33087, 22,Private,Husband,White,Male,<=50K
24483, 24483,United-States,Craft-repair,Never-married,HS-grad,50,0,0,9,106153, 29,Private,Not-in-family,White,Male,<=50K
24484, 24484,United-States,Farming-fishing,Never-married,12th,50,0,0,8,29444, 22,Private,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
24485, 24485,United-States,Sales,Married-civ-spouse,Bachelors,50,0,0,13,105021, 37,Private,Husband,White,Male,>50K
24486, 24486,United-States,Prof-specialty,Married-civ-spouse,Doctorate,50,0,0,16,239045, 38,Self-emp-not-inc,Husband,White,Male,>50K
24487, 24487,United-States,Handlers-cleaners,Married-civ-spouse,Some-college,40,0,0,10,94413, 34,Private,Husband,White,Male,<=50K
24488, 24488,United-States,Machine-op-inspct,Married-civ-spouse,Some-college,84,0,0,10,20534, 45,Private,Husband,White,Male,>50K
24489, 24489,Mexico,Priv-house-serv,Never-married,1st-4th,40,0,0,2,350254, 28,Private,Not-in-family,White,Female,<=50K
24490, 24490,Cuba,Prof-specialty,Divorced,Doctorate,40,0,0,16,194746, 68,Private,Not-in-family,White,Female,<=50K
24491, 24491,Laos,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,269042, 36,Private,Husband,Asian-Pac-Islander,Male,<=50K
24492, 24492,Mexico,Other-service,Never-married,9th,30,0,0,5,447488, 20,Private,Unmarried,White,Male,<=50K
24493, 24493,United-States,Craft-repair,Never-married,Some-college,45,0,0,10,267706, 24,Private,Own-child,White,Female,<=50K
24494, 24494,United-States,Exec-managerial,Divorced,Some-college,40,0,0,10,198216, 38,Private,Unmarried,White,Female,<=50K
24495, 24495,United-States,Exec-managerial,Never-married,Bachelors,40,0,0,13,227931, 32,Private,Not-in-family,White,Female,<=50K
24496, 24496,United-States,Prof-specialty,Married-civ-spouse,Some-college,50,0,7298,10,252646, 34,Private,Husband,White,Male,>50K
24497, 24497,England,Adm-clerical,Widowed,HS-grad,40,0,2174,9,223342, 47,Private,Not-in-family,White,Female,<=50K
24498, 24498,United-States,Other-service,Never-married,Bachelors,50,0,0,13,181776, 28,Private,Not-in-family,White,Female,<=50K
24499, 24499,United-States,Prof-specialty,Married-civ-spouse,Prof-school,40,0,0,15,132601, 32,Private,Husband,White,Male,>50K
24500, 24500,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,205410, 58,Private,Husband,White,Male,<=50K
24501, 24501,United-States,Prof-specialty,Married-civ-spouse,Prof-school,35,0,99999,15,185912, 64,Self-emp-inc,Husband,White,Male,>50K
24502, 24502,United-States,Sales,Never-married,Some-college,50,0,0,10,292570, 38,Private,Own-child,White,Female,<=50K
24503, 24503,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,76460, 43,Private,Not-in-family,White,Female,<=50K
24504, 24504,United-States,Farming-fishing,Divorced,12th,40,0,0,8,295163, 28,Private,Not-in-family,White,Male,<=50K
24505, 24505,United-States,Prof-specialty,Never-married,Bachelors,20,0,0,13,69847, 23,Private,Own-child,Asian-Pac-Islander,Female,<=50K
24506, 24506,United-States,Handlers-cleaners,Never-married,9th,40,0,2907,5,104993, 25,Private,Own-child,Black,Male,<=50K
24507, 24507,United-States,Adm-clerical,Separated,HS-grad,40,0,2354,9,322980, 41,Private,Not-in-family,Black,Male,<=50K
24508, 24508,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,317539, 41,Private,Husband,Black,Male,<=50K
24509, 24509,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,195678, 27,Private,Husband,White,Male,<=50K
24510, 24510,United-States,Other-service,Widowed,7th-8th,30,0,0,4,466502, 54,Private,Unmarried,White,Male,<=50K
24511, 24511,United-States,Transport-moving,Separated,HS-grad,25,0,0,9,220754, 28,Local-gov,Own-child,White,Female,<=50K
24512, 24512,United-States,Farming-fishing,Married-civ-spouse,7th-8th,40,2042,0,4,202878, 29,Private,Husband,White,Male,<=50K
24513, 24513,United-States,Craft-repair,Divorced,HS-grad,30,0,0,9,343476, 36,Private,Not-in-family,White,Male,<=50K
24514, 24514,Taiwan,Exec-managerial,Married-civ-spouse,Bachelors,60,1977,0,13,93227, 41,Self-emp-inc,Husband,Asian-Pac-Islander,Male,>50K
24515, 24515,United-States,Exec-managerial,Married-civ-spouse,Some-college,40,0,0,10,38622, 60,Self-emp-not-inc,Husband,White,Male,<=50K
24516, 24516,United-States,Exec-managerial,Married-civ-spouse,Masters,38,0,0,14,173730, 34,State-gov,Husband,White,Male,<=50K
24517, 24517,United-States,Sales,Married-civ-spouse,Some-college,42,0,0,10,300783, 27,Private,Wife,White,Female,>50K
24518, 24518,United-States,Sales,Married-civ-spouse,10th,40,0,0,6,224644, 60,Private,Husband,White,Male,<=50K
24519, 24519,United-States,Craft-repair,Married-civ-spouse,Assoc-voc,40,0,0,11,191502, 39,Private,Husband,White,Male,<=50K
24520, 24520,United-States,Transport-moving,Divorced,12th,35,0,0,8,61885, 59,Private,Other-relative,Black,Male,<=50K
24521, 24521,Canada,Prof-specialty,Married-civ-spouse,Doctorate,32,0,0,16,213887, 34,Self-emp-not-inc,Husband,White,Male,>50K
24522, 24522,United-States,Exec-managerial,Married-civ-spouse,Assoc-voc,40,0,0,11,331395, 36,Private,Husband,White,Male,<=50K
24523, 24523,United-States,Sales,Married-civ-spouse,Some-college,40,0,0,10,145098, 54,Private,Husband,White,Male,>50K
24524, 24524,United-States,Tech-support,Married-civ-spouse,Assoc-voc,40,0,0,11,123075, 48,Private,Husband,White,Male,>50K
24525, 24525,United-States,Other-service,Never-married,7th-8th,33,0,0,4,216804, 19,Private,Own-child,White,Male,<=50K
24526, 24526,United-States,Prof-specialty,Married-civ-spouse,Prof-school,40,0,0,15,188291, 40,Private,Husband,White,Male,>50K
